E	Sunny	MCX bridge	MCX native	exact
552.0	-149.00011825561523	-148.80487251281738	-149.0493679046631	-148.91733768724922
556.0	-150.7240390777588	-150.53932189941406	-150.77777099609375	-150.6468538091143
560.0	-152.46269989013672	-152.26573944091797	-152.49615859985352	-152.37948597662916
564.0	-154.1949062347412	-154.00333786010742	-154.23849868774414	-154.11534446321963
568.0	-155.93203926086426	-155.7379665374756	-155.98479652404785	-155.85455569226002
572.0	-157.67920303344727	-157.47712326049805	-157.71591567993164	-157.59725990278662
576.0	-159.44355392456055	-159.235933303833	-159.4678440093994	-159.34360895836144
580.0	-161.18339157104492	-160.9863224029541	-161.21628761291504	-161.09376437702366
584.0	-162.9410743713379	-162.75152397155762	-162.955810546875	-162.8478956375941
588.0	-164.69769668579102	-164.52560997009277	-164.7114028930664	-164.60617879516872
592.0	-166.47438621520996	-166.27226638793945	-166.4718952178955	-166.36879541811285
596.0	-168.25082206726074	-168.05096435546875	-168.24254417419434	-168.13593184167848
600.0	-170.02770233154297	-169.81695747375488	-170.02213287353516	-169.90777871970928
604.0	-171.80461883544922	-171.58940505981445	-171.79864883422852	-171.684530847004
608.0	-173.6046142578125	-173.36627388000488	-173.58953285217285	-173.46638721829186
612.0	-175.38174057006836	-175.14865684509277	-175.3664665222168	-175.25355129003157
616.0	-177.17177772521973	-176.9389476776123	-177.16368865966797	-177.046231406819
620.0	-178.97610473632812	-178.73473739624023	-178.9487133026123	-178.84464136805028
624.0	-180.77371788024902	-180.53960609436035	-180.74076652526855	-180.64900109153325
628.0	-182.5925350189209	-182.35700035095215	-182.5421848297119	-182.45953738521428
632.0	-184.39673233032227	-184.1612091064453	-184.35601997375488	-184.27648474143652
636.0	-186.22861862182617	-185.98860549926758	-186.17184257507324	-186.1000862859804
640.0	-188.04679107666016	-187.8091640472412	-187.98654174804688	-187.93059458529814
644.0	-189.87595176696777	-189.64827919006348	-189.82311630249023	-189.76827290275025
648.0	-191.71331596374512	-191.49503326416016	-191.66676330566406	-191.6133957241446
652.0	-193.57297897338867	-193.33796501159668	-193.5035858154297	-193.4662509163217
656.0	-195.42303276062012	-195.2248992919922	-195.35742378234863	-195.32713889511768
660.0	-197.30508613586426	-197.04485702514648	-197.21745681762695	-197.19637786311029
664.0	-199.17982482910156	-198.9523048400879	-199.0940818786621	-199.07429766165296
668.0	-201.06597518920898	-200.8371295928955	-201.0029468536377	-200.96125570157076
672.0	-202.95771408081055	-202.7367172241211	-202.9083709716797	-202.8576116195245
676.0	-204.8535099029541	-204.63506317138672	-204.78931427001953	-204.76377963411107
680.0	-206.76685905456543	-206.55481338500977	-206.714111328125	-206.68013761756376
684.0	-208.71290397644043	-208.48149490356445	-208.63333320617676	-208.60719951370254
688.0	-210.63214111328125	-210.42471504211426	-210.59221839904785	-210.54531074335614
692.0	-212.5847225189209	-212.36826133728027	-212.52729034423828	-212.49520114041792
696.0	-214.54164505004883	-214.34536933898926	-214.50448989868164	-214.45701520995934
700.0	-216.4992332458496	-216.30917167663574	-216.47763442993164	-216.43202074490264
704.0	-218.49227142333984	-218.2975311279297	-218.44700050354004	-218.4196607909791
708.0	-220.5050868988037	-220.30623626708984	-220.45068550109863	-220.4226178358986
712.0	-222.52276420593262	-222.32107162475586	-222.47840690612793	-222.43825068578178
716.0	-224.56239700317383	-224.34868240356445	-224.51385116577148	-224.4729535601121
720.0	-226.6119155883789	-226.37998390197754	-226.5653133392334	-226.51840963398922
724.0	-228.68744468688965	-228.43707084655762	-228.6332244873047	-228.59045827411214
728.0	-230.76094818115234	-230.48092651367188	-230.71022033691406	-230.66632070807867
732.0	-232.87445640563965	-232.61371421813965	-232.8065528869629	-232.78482495694738
736.0	-234.99175262451172	-234.67154121398926	-234.92276191711426	-234.8885215700073
740.0	-237.14522743225098	-236.8579921722412	-237.1003017425537	-237.06933129852564
744.0	-239.2695255279541	-238.95634651184082	-239.21982383728027	-239.19161833899383
748.0	-241.56547927856445	-241.27325057983398	-241.48311614990234	-241.46297740184156
752.0	-243.6657657623291	-243.34933280944824	-243.5964241027832	-243.58236223068377
756.0	-246.06807899475098	-245.7960910797119	-246.00929069519043	-245.99390278367997
760.0	-248.13501167297363	-247.84506034851074	-248.07554054260254	-248.06937492526436
764.0	-250.81366157531738	-250.4948959350586	-250.71353721618652	-250.70514524977682
768.0	-252.74209022521973	-252.43468475341797	-252.6710605621338	-252.66875259438476
772.0	-255.73774909973145	-255.44541931152344	-255.67299842834473	-255.66600873148676
776.0	-257.4898796081543	-257.1806755065918	-257.41569328308105	-257.4153984814982
780.0	-261.04048919677734	-260.79286766052246	-261.00447845458984	-261.00137744579513
784.0	-262.4354019165039	-262.16420555114746	-262.350793838501	-262.380309810474
788.0	-267.0862693786621	-266.7760829925537	-267.00562477111816	-267.0077306053969
792.0	-267.7342758178711	-267.4616889953613	-267.671049118042	-267.70087778595683
800.0	-274.90494537353516	-273.4229259490967	-273.6580123901367	-273.6923423330648
