x_T	iter1	iter2	iter3	iter4	iter5	iter6	iter7	iter8	iter9	iter10
1.2499999987117798	-11.087436205031135	-21.287838081332623	-30.759850170328356	-40.6783741076906	-50.584607885894755	-60.4956667039272	-70.2482732255037	-79.979726129114	-89.8082207026087	-99.6730713715299
1.3499999986087223	-10.999914120923716	-21.148776273615375	-30.67786124349516	-40.56942802513559	-50.47351539774369	-60.40296305194935	-70.1416349218212	-79.87534194905768	-89.72294674434613	-99.50933852500602
1.4499999985056649	-10.84786026853724	-20.99205620356705	-30.50929286691882	-40.4483405948535	-50.31759895583897	-60.24582790026354	-70.03938897342107	-79.69908373907514	-89.6099936774269	-99.41194671913873
1.5499999984026065	-10.704524547379622	-20.860403725588945	-30.356298909000735	-40.25883601000087	-50.17622646770599	-60.10757234837051	-69.90475449453571	-79.57150654223815	-89.43427626149573	-99.26513935631085
1.6499999982995481	-10.556099155887797	-20.688553273040924	-30.144815783220658	-40.14347714262638	-50.057261500639875	-59.942228603538624	-69.76021273246081	-79.3695305464096	-89.28455133475941	-99.10617786081522
1.7499999981964907	-10.431081793877356	-20.510285804155302	-29.9184929442609	-39.97975318066957	-49.894477365131685	-59.80394698934536	-69.56610136576485	-79.2202938782539	-89.13135269628634	-98.9614627790177
1.8499999980934332	-10.281821243252258	-20.38120447260946	-29.70531985884449	-39.81866306836789	-49.72758582339396	-59.685608908578104	-69.43015934455302	-79.0694860196787	-88.95963500777566	-98.8153493788401
1.9499999979903757	-10.108467133222666	-20.134128069716468	-29.57319637130076	-39.64701724131878	-49.50503660580776	-59.471592849810875	-69.26325458716475	-78.8907250987796	-88.75682226209716	-98.59550459126717
2.0499999978873182	-9.9281801651265	-19.949139593802798	-29.38182319692242	-39.47469067061995	-49.39148923721575	-59.26919733676439	-69.07688959184566	-78.72819090761485	-88.5751610173158	-98.47252988884375
2.1499999977842608	-9.711115659888671	-19.741676294988274	-29.179948735010463	-39.250221105191414	-49.20202251800609	-59.107258541076334	-68.83983914163376	-78.54761590025691	-88.39506206190941	-98.20785874916103
2.2499999976812033	-9.49408972140025	-19.561607560758084	-28.989234364564076	-39.04424056473911	-48.981887968921946	-58.88322320688993	-68.58490052604824	-78.40381010210908	-88.17107693473392	-97.99800736454789
2.349999997578145	-9.283033057369623	-19.35891808550201	-28.74698614526192	-38.82025866558783	-48.72614334272368	-58.6638873839379	-68.4748758019771	-78.17747041213384	-87.94382007645133	-97.77972447766366
2.4499999974750866	-9.070733417589766	-19.171841564209018	-28.534903023202865	-38.57213444578859	-48.47966381915105	-58.399959323336546	-68.18043142497612	-77.96530434617601	-87.69646027594753	-97.53460898717532
2.549999997372029	-8.8110561229431	-18.930823726772033	-28.343206580154373	-38.36216338249662	-48.286237568641134	-58.21222019900463	-67.95430584499931	-77.69744857354485	-87.50591090567187	-97.31261218952031
2.6499999972689716	-8.537387898701757	-18.66773210046398	-28.059310108671077	-38.165289424790544	-48.023675003414255	-57.99542849662047	-67.7043599546943	-77.40254387404454	-87.20089310845736	-97.11690194154717
2.749999997165914	-8.351138607086154	-18.400110826364262	-27.84481160485982	-37.88801762056503	-47.79230485327172	-57.722142181130636	-67.39186750320441	-77.1660433192602	-86.98956732765595	-96.81065105393726
2.8499999970628567	-8.0519780789023	-18.112041938480523	-27.586591026722843	-37.560024329945634	-47.48130268349031	-57.453102876208526	-67.19448317920094	-76.92789390135955	-86.66171942604848	-96.58171988695882
2.949999996959799	-7.789868559054706	-17.85874342334408	-27.307312984052516	-37.309514009524676	-47.24450022912018	-57.14983607251392	-66.89947290023179	-76.67330724454104	-86.45174164807361	-96.28201313827847
3.0499999968567417	-7.424165281042028	-17.591208695503628	-26.988028634422427	-37.05944296763484	-46.955855551499	-56.88549806151198	-66.64286097256597	-76.34887272053646	-86.15821441518236	-95.99401181874853
3.1499999967536843	-7.2399325913204695	-17.30213183501142	-26.641480887551136	-36.73880675700889	-46.68382005637351	-56.59502773192478	-66.44363662295092	-76.0762336656751	-85.8476744372909	-95.68090045678636
3.249999996650626	-6.970730078143525	-17.02293931442628	-26.314490941827287	-36.43010154239416	-46.397830696991754	-56.27723045399879	-66.09565019414485	-75.69701862643143	-85.57411086760803	-95.37987533161554
3.3499999965475675	-6.736966958001855	-16.663926866723127	-26.03613095359087	-36.11394989302977	-46.12781535303551	-55.99986383673625	-65.74640513880965	-75.45855057133073	-85.25795457032353	-95.05346708119436
3.44999999644451	-6.313548046277095	-16.39388387114213	-25.7280335288446	-35.75139082723111	-45.78678345064718	-55.6364481964858	-65.40216681927703	-75.15599359725874	-84.94866131468963	-94.71012436719634
3.5499999963414526	-6.2166061010848646	-16.05063638860577	-25.319340003878867	-35.46188382618925	-45.424724604424895	-55.342460170226225	-65.04279060538026	-74.85207736251756	-84.6491482863492	-94.381788204165
3.649999996238395	-5.730099782973574	-15.692893441407108	-25.011370471987867	-35.13764151102265	-45.11107481424544	-54.90681010428734	-64.73114621851803	-74.52353459853545	-84.30694273074104	-94.0179977827325
3.7499999961353376	-4.290459441148391	-15.378201667144351	-24.61693511362175	-34.76997443074839	-44.7200592686613	-54.59169489174825	-64.48407093952966	-74.1441484558901	-83.94399623366647	-93.64039811426203
3.84999999603228	-4.406719247264253	-15.046868347191285	-24.309421590614402	-34.433409203519325	-44.37755873777434	-54.23285344770899	-64.08283473272198	-73.86013528500771	-83.56456195674559	-93.2620703041371
3.9499999959292227	-3.9889840465642745	-14.657683594560515	-23.96560429487556	-34.05057972345706	-44.01016401534506	-53.87864595868238	-63.79455603121706	-73.48137899853668	-83.19158515404251	-92.88237441312597
4.049999995826164	-3.2188758248682006	-14.3433260333499	-23.55785760994455	-33.60760766945893	-43.62665356262933	-53.500042667341425	-63.439621040021905	-73.11488968337704	-82.79735642997994	-92.44349710986036
4.149999995723106	-2.5649493574615367	-13.915720532327319	-23.220643546789447	-33.20136987966637	-43.186713878672336	-53.10715687185788	-62.949619722556236	-72.74758007887743	-82.4676254469509	-92.12489271684285
4.2499999956200485	-3.4339872044851463	-13.538577177458603	-22.852827012825298	-32.858464934006356	-42.79170544469183	-52.70613293726629	-62.54053832861497	-72.38039361590624	-82.09513904384549	-91.67704297225416
4.349999995516991	-2.0794415416798357	-13.127900021862091	-22.508489369397957	-32.36535690129886	-42.41657456585932	-52.27637142977072	-62.10820185054261	-71.9343222795023	-81.67376032003192	-91.19129123084792
4.4499999954139335	0.0	-12.69778272590377	-22.10746563900821	-31.926266383377147	-42.008360266459746	-51.907739390951335	-61.69491782108708	-71.57098278804524	-81.27455491538637	-90.76245126351533
4.549999995310876	0.0	-12.27824445882314	-21.74066563200813	-31.496928464787736	-41.61071746062478	-51.46280645007491	-61.221961631721115	-71.18612086378998	-80.85571984347573	-90.40288953116993
4.649999995207819	0.0	-11.815190684546753	-21.265571055496878	-31.030485958169066	-41.21115059851183	-51.00214111982081	-60.77597546413007	-70.72026901105845	-80.5050856338769	-90.07603320831942
4.749999995104761	0.0	-11.371177551860013	-20.830952809104474	-30.58530209863688	-40.73592312922732	-50.558688576685086	-60.30071546309459	-70.32123021015559	-80.00400874549297	-89.5848086163785
4.849999995001704	0.0	-10.930890228847442	-20.382764017249425	-30.10262916725855	-40.29339871222512	-50.04484169885156	-59.79179239356746	-69.84817269220673	-79.5721746627681	-88.99528496563093
4.949999994898645	0.0	-10.494242031340844	-19.9262047982593	-29.685475500035018	-39.858150142386684	-49.595937239145094	-59.32756828473503	-69.35905319533451	-79.15261426849203	-88.67256942291954
5.049999994795587	0.0	-9.968713337453835	-19.491306435816004	-29.129069083252393	-39.39535777620719	-49.03096588358772	-58.866709784037326	-68.88753582899069	-78.58024061991082	-88.1514670565972
5.1499999946925294	0.0	-9.44643963445061	-18.93350223864223	-28.65204479617769	-38.87449504119863	-48.54869520766006	-58.44005957039388	-68.44144486120646	-78.09081405812896	-87.68804815262787
5.249999994589472	0.0	-9.032886946579088	-18.517368120440384	-28.209764202686443	-38.38613739843159	-48.02520357209049	-57.89637452315007	-67.94741964004382	-77.65938342502119	-87.08901995658269
5.3499999944864145	0.0	-8.569975376855206	-17.939965566360925	-27.701140426122336	-37.93094164846119	-47.45433939922039	-57.33112356892197	-67.47078935104275	-77.16324718264818	-86.56717870367655
5.449999994383357	0.0	-8.056426767522984	-17.37777169754208	-27.184252632136058	-37.38487741589472	-47.00108281600039	-56.8125647227405	-66.96377135915688	-76.58130867208598	-86.0579287102535
5.5499999942802996	0.0	-7.584773077612199	-16.944653516857958	-26.65546610052064	-36.846760717696704	-46.45547444396729	-56.24079763815278	-66.48022156947823	-76.08685175162712	-85.52209412793238
5.649999994177242	0.0	-6.921658184151129	-16.48364085753797	-26.15941191878975	-36.346498218340024	-45.9830862376069	-55.64641123365922	-65.93011446005006	-75.50113175734428	-84.98492849450827
5.749999994074184	0.0	-6.09807428216624	-15.927107648777422	-25.492882195256204	-35.74519395518635	-45.41245271685962	-55.10774690503422	-65.41366162246506	-74.94143702504238	-84.46403012340454
5.849999993971125	0.0	-5.459585514144159	-15.453325020657314	-25.00384503404303	-35.25502732893711	-44.938179882481066	-54.49959957203882	-64.85483131020383	-74.3614169852923	-83.79586044807739
5.949999993868068	0.0	-4.859812404361672	-14.92584388608308	-24.40933627872672	-34.70732909913467	-44.296790603879415	-53.90133289168505	-64.25875820578013	-73.93390120520998	-83.23444784507231
6.04999999376501	0.0	-3.828641396489095	-14.322135370665656	-23.772437078882206	-34.12137938774266	-43.73123386233357	-53.31265491555608	-63.67678996491392	-73.41587446115844	-82.6843893971857
6.149999993661954	0.0	-2.70805020110221	-13.833045911053334	-23.090842224185813	-33.57167321153824	-43.17243273341732	-52.797528260408754	-63.126642960876985	-72.86619882173075	-82.01039939120238
6.249999993558896	0.0	-3.4339872044851463	-13.219872954941096	-22.534032655556274	-32.99793567619839	-42.51576074792253	-52.17020985159908	-62.605413298792705	-72.21848170316717	-81.49928053879191
6.349999993455837	0.0	-3.044522437723423	-12.616515344851116	-21.931215732151543	-32.423961089155355	-41.830114924773795	-51.54528296871233	-62.00446434260331	-71.71412439815929	-80.89163161304023
6.44999999335278	0.0	0.0	-12.022432219410288	-21.303044644371802	-31.846858601284293	-41.24575107980507	-50.941537727207844	-61.386884346090135	-71.09143303600887	-80.31863052505147
6.549999993249722	0.0	0.0	-11.38120956619612	-20.66070279686062	-31.259110956505836	-40.641133150171626	-50.29654388484833	-60.809280571326546	-70.44488867870707	-79.64295401980765
6.649999993146665	0.0	0.0	-10.756774584831282	-20.053200905720594	-30.611302689099883	-40.03457464731386	-49.61875185194003	-60.14423960941757	-69.8994591452846	-78.89512004435869
6.749999993043607	0.0	0.0	-10.166044106207172	-19.368453107857075	-30.00035845503507	-39.41689965759515	-48.95841253309764	-59.49850336938185	-69.26777357979817	-78.22063772137965
6.84999999294055	0.0	0.0	-9.52857589747142	-18.78159254372804	-29.40880497728825	-38.69814135549093	-48.3080628924163	-58.83967898913792	-68.58867413679877	-77.56493639240796
